zip_code,latitude,longitude,affordability,property_tax,school_quality,crime_rate,walkability,commute_time
43001,40.08794,-82.61289,0.1687511973145792,1238,39.18666666666667,0.00017774617845716317,34.8,1192
43003,40.41017,-82.96866,0.22594590531205835,1118,32.36,0.00017774617845716317,38.5,1418
43004,40.01664,-82.80025,0.25095824852271137,1666,45.055,2.784584539986634e-05,970.2,13381
43006,40.4591,-82.14554,0.20752329502484995,806,57.37,0.00017774617845716317,8.9,120
43008,39.93348,-82.4817,0.24307423268165015,924,39.18666666666667,0.00017774617845716317,621.9,1197
43009,40.17188,-83.64234,0.2638037743978483,987,66.00333333333334,0.00017774617845716317,23.5,964
43010,39.99964,-83.6219,0.24771656862703534,1036,48.63125,0.0034965034965034965,468.5,97
43011,40.30946,-82.68456,0.22385479291319743,1435,73.09333333333333,0.00017774617845716317,33.7,3162
43013,40.23101,-82.6895,0.26299202326632,1630,39.18666666666667,0.00017774617845716317,32.3,430
43014,40.46646,-82.25242,0.24153452553021662,864,54.83,0.00017774617845716317,23.1,1481
43015,40.29812,-83.06049,0.21386268422336369,1434,42.79,0.00017774617845716317,178.2,25459
43016,40.09732,-83.15535,0.21846402349499167,1807,38.99166666666667,2.784584539986634e-05,904.4,20093
43017,40.1189,-83.13314,0.20123308222305203,2064,62.068,2.784584539986634e-05,990.6,17521
43018,39.95377,-82.67613,0.19986211792315933,-666666666,39.18666666666667,0.00017774617845716317,51.1,25
43019,40.49527,-82.57831,0.2501525139051126,913,23.02333333333333,0.00017774617845716317,33.4,4139
43021,40.20301,-82.88476,0.23890115891091143,2228,69.12,0.00017774617845716317,147.5,5751
43022,40.33765,-82.34135,0.23936264735785467,829,2.95,0.00017774617845716317,33.2,1658
43023,40.07603,-82.53061,0.23338804867657612,1670,30.035,0.00017774617845716317,121.9,5523
43025,39.96653,-82.51529,0.1906649873226138,1176,39.18666666666667,0.00017774617845716317,59.9,2350
43026,40.02197,-83.18472,0.254118897767732,1642,58.444,2.784584539986634e-05,707.2,31758
43028,40.40335,-82.29783,0.22523205382330078,925,25.79,0.00017774617845716317,61.5,2829
43029,40.09598,-83.45408,0.2916416337725224,686,41.558,0.00017774617845716317,8.6,238
43031,40.16292,-82.66378,0.21184903282164194,1419,61.81333333333333,0.00017774617845716317,63.1,6720
43033,39.96098,-82.59984,0.29217820210046275,1068,39.18666666666667,0.00017774617845716317,219.5,194
43035,40.18622,-82.9969,0.2700004242156678,2178,47.596999999999994,0.00017774617845716317,703.6,14239
43036,40.3524,-83.26325,0.35571639566600055,813,40.21976190476191,0.00017774617845716317,772.4,150
43037,40.28062,-82.31654,0.19546910276896473,-666666666,29.665,0.00017774617845716317,31.6,85
43040,40.26115,-83.35812,0.22682885970679292,1339,41.26285714285715,0.00017774617845716317,87.2,14908
43044,40.05145,-83.56423,0.24732975266819474,945,26.076666666666664,0.00017774617845716317,24.2,2260
43045,40.16932,-83.44975,0.2937342160783719,1246,81.94333333333333,0.00017774617845716317,17.1,989
43046,39.89917,-82.53844,0.18902773770877665,1118,69.6,0.0002633658151171978,45.3,1805
43050,40.37188,-82.49536,0.249124642999531,910,33.54,0.00017774617845716317,76.1,13130
43054,40.07998,-82.79253,0.2238084622551436,2254,52.22,2.784584539986634e-05,417.0,12783
43055,40.1168,-82.37672,0.23222569705212495,913,47.32,0.00017774617845716317,214.8,26210
43056,40.00895,-82.33057,0.2393119426112589,939,38.410000000000004,0.00017774617845716317,77.6,7636
43060,40.21978,-83.57295,0.22631102611666062,936,66.7,0.00017774617845716317,35.3,1082
43061,40.28775,-83.20256,0.2589197064839286,1553,44.94,0.00017774617845716317,44.4,2207
43062,40.00556,-82.67964,0.23396484014610755,1449,38.446666666666665,0.00017774617845716317,165.5,13589
43064,40.09819,-83.28863,0.21554312294073796,1638,41.558,0.00017774617845716317,66.4,6934
43065,40.17655,-83.09445,0.25687505469284394,1966,46.424285714285716,0.00017774617845716317,622.7,18331
43066,40.39877,-83.16313,0.2787166711023115,1073,45.68214285714286,0.00017774617845716317,12.6,660
43067,40.34368,-83.48388,0.21060123542815412,1367,20.09,0.00017774617845716317,19.5,463
43068,39.95667,-82.78468,0.20982573982455235,1280,63.97222222222222,2.784584539986634e-05,1169.7,26272
43071,40.18479,-82.35509,0.28953480944508786,1017,39.18666666666667,0.00017774617845716317,26.3,1164
43072,40.1172,-83.95514,0.2703537087137298,1000,66.00333333333334,0.00017774617845716317,27.0,2607
43074,40.28008,-82.84899,0.20619222445930524,1606,30.088,0.00017774617845716317,72.3,6169
43076,39.89594,-82.39497,0.22729691759393084,1026,57.93,0.00017774617845716317,52.1,3582
43077,40.13675,-83.34165,0.42149311653677984,1072,40.21976190476191,0.00017774617845716317,673.5,85
43078,40.11302,-83.77538,0.27021158745095475,867,28.993333333333336,0.00017774617845716317,51.3,8758
43080,40.24284,-82.43126,0.23886861201367007,775,49.71666666666667,0.00017774617845716317,27.9,1862
43081,40.11064,-82.89083,0.2386764662444152,1464,45.76666666666667,2.784584539986634e-05,988.7,29562
43082,40.15537,-82.88437,0.2469059145698011,2038,52.6,0.00017774617845716317,622.9,12627
43084,40.15764,-83.54223,0.30034827860236,910,79.83,0.00017774617845716317,19.9,372
43085,40.09959,-83.01639,0.2530059266130748,1543,55.48,2.784584539986634e-05,1380.5,11791
43102,39.64076,-82.76118,0.23008723810897225,1011,41.553333333333335,0.0002633658151171978,25.6,1847
43103,39.72484,-82.93428,0.2447790721506286,1229,62.464,0.00017774617845716317,59.9,5059
43105,39.86513,-82.61826,0.19990419567771145,1214,44.303333333333335,0.0002633658151171978,61.8,3641
43106,39.6448,-83.41853,0.24205143419238304,893,58.165,0.00017774617845716317,15.3,736
43107,39.69254,-82.40993,0.25219231403640474,1001,54.42,0.0002633658151171978,45.8,1445
43110,39.82825,-82.80143,0.19209851248563894,1323,30.7,0.0002633658151171978,338.3,17126
43112,39.79719,-82.70472,0.23047739897400737,1409,37.199999999999996,0.0002633658151171978,54.0,2232
43113,39.59114,-82.96192,0.205727690886901,913,68.998,0.00017774617845716317,57.9,9887
43115,39.48989,-83.16579,0.32043891963278937,1021,40.26875,0.00017774617845716317,16.0,751
43116,39.77284,-83.06275,0.24135811505356414,1617,47.045,0.00017774617845716317,1054.0,1123
43119,39.93487,-83.20059,0.25441703457528414,1197,69.18,2.784584539986634e-05,353.9,13559
43123,39.86801,-83.12088,0.250734529916594,1345,71.86571428571429,2.784584539986634e-05,428.9,33003
43125,39.83747,-82.88588,0.2688780244089475,1205,57.72833333333333,2.784584539986634e-05,181.2,6907
43128,39.66359,-83.57893,0.21186880504421687,869,58.165,0.00017774617845716317,16.2,926
43130,39.70013,-82.60992,0.22735394515866453,967,54.916,0.0002633658151171978,146.6,25700
43135,39.4711,-82.69736,0.18858741848125518,691,53.457499999999996,0.00017774617845716317,17.7,1460
43136,39.80157,-82.81543,0.22866606379285379,1475,54.668,0.0002633658151171978,733.9,989
43137,39.80486,-82.98694,0.18577685290686097,991,52.61857142857143,2.784584539986634e-05,26.5,979
43138,39.52225,-82.41335,0.23578787682164376,931,59.535,0.00017774617845716317,42.1,8599
43140,39.88406,-83.42946,0.24366535310298004,1130,56.13285714285714,0.00017774617845716317,42.4,8621
43143,39.71801,-83.29672,0.2575669050189128,1052,41.558,0.00017774617845716317,16.2,2259
43145,39.56281,-83.2594,0.26756399201187,937,54.7545,0.00017774617845716317,15.4,836
43146,39.77293,-83.14333,0.18974570806391697,1419,54.7545,0.00017774617845716317,66.1,3866
43147,39.8982,-82.74227,0.2649475421880026,1569,63.3425,0.0002633658151171978,592.8,20166
43148,39.81809,-82.49887,0.20293687607130395,784,77.56,0.0002633658151171978,27.7,814
43149,39.53742,-82.57188,0.15627111488546797,696,53.457499999999996,0.00017774617845716317,15.4,1076
43150,39.77446,-82.40565,0.2081384797097666,902,54.668,0.0002633658151171978,35.4,988
43151,39.73317,-83.47661,0.2579410073290906,529,41.558,0.00017774617845716317,331.4,93
43152,39.39211,-82.61433,0.19619603240100214,506,53.457499999999996,0.00017774617845716317,6.5,248
43153,39.74071,-83.56781,0.29023339544507154,1059,41.558,0.00017774617845716317,8.9,444
43154,39.60327,-82.82622,0.3121013456307861,908,54.668,0.0002633658151171978,50.5,1532
43155,39.6251,-82.52618,0.2559145121051109,1207,61.725,0.0002633658151171978,31.5,895
43156,39.55389,-82.77621,0.4801579464489404,700,54.7545,0.00017774617845716317,214.4,84
43157,39.84303,-82.54675,0.23824614799032087,811,54.668,0.0002633658151171978,599.8,177
43160,39.52871,-83.43917,0.22972935737572148,781,58.165,0.00017774617845716317,39.8,9016
43162,39.94369,-83.30633,0.25966029300608046,1016,28.123333333333335,0.00017774617845716317,54.6,3200
43164,39.58349,-83.12009,0.2553956859758916,962,28.80666666666667,0.00017774617845716317,12.8,1020
43201,39.99114,-83.00056,0.10538210722730323,1629,47.395,2.784584539986634e-05,4281.5,17482
43202,40.02126,-83.01394,0.1705112733294365,1447,28.290000000000003,2.784584539986634e-05,3080.7,12093
43203,39.9729,-82.96922,0.1553838359767586,1162,55.412,2.784584539986634e-05,2436.6,3543
43204,39.96135,-83.08052,0.25751425387755733,908,63.56125,2.3018138292974866e-05,1793.5,18932
43205,39.9575,-82.96244,0.15400049727421536,1285,44.26857142857143,2.784584539986634e-05,2003.5,5279
43206,39.94205,-82.97346,0.22231557317981365,1062,61.7125,2.784584539986634e-05,2816.6,11322
43207,39.89599,-82.96392,0.25611675859761646,851,54.803999999999995,2.1362956633198035e-05,781.7,20050
43209,39.95462,-82.92992,0.192566375036269,1552,49.86875,3.5172874679047515e-05,1793.5,12911
43211,40.01163,-82.97244,0.21339907632833185,663,55.57714285714286,2.784584539986634e-05,1884.4,7587
43212,39.98763,-83.04215,0.14940702308562448,1778,52.45,4.3305040706738266e-05,2386.1,13536
43213,39.97117,-82.86746,0.22195985973987828,923,50.19166666666666,2.784584539986634e-05,1343.1,15682
43214,40.0523,-83.01996,0.20336537495227136,1550,23.25,2.784584539986634e-05,1497.1,12593
43215,39.96633,-83.01262,0.17542368556898807,2038,53.254,5.882698982293076e-05,1276.8,10242
43217,39.81667,-82.93279,0.43176161240129096,721,52.61857142857143,2.784584539986634e-05,181.6,820
43219,40.00774,-82.92233,0.2331861629485933,887,58.56142857142857,2.784584539986634e-05,787.3,11588
43220,40.04847,-83.07161,0.19219638898472466,1754,45.13,2.784584539986634e-05,1735.2,14033
43221,40.02334,-83.07744,0.22990657822864125,1807,62.221666666666664,2.784584539986634e-05,1417.9,16183
43222,39.961,-83.03581,0.13707885586836124,844,63.812,2.784584539986634e-05,1144.2,1366
43223,39.92636,-83.03395,0.25391024658456923,797,43.775,2.784584539986634e-05,1058.7,9712
43224,40.04256,-82.9664,0.21334093764821266,843,43.20777777777778,2.784584539986634e-05,2060.4,18191
43227,39.94511,-82.88858,0.19583548084678412,829,35.924,2.784584539986634e-05,2352.8,9130
43228,39.96367,-83.12478,0.2374489125343636,1115,52.61857142857143,2.784584539986634e-05,1137.6,25593
43229,40.08569,-82.97636,0.1753685795093106,1096,32.27833333333333,1.8437597949739107e-05,2317.0,25189
43230,40.03648,-82.87057,0.23773876093797147,1409,51.534285714285716,2.784584539986634e-05,1126.3,28716
43231,40.07843,-82.93914,0.22482005381763762,1204,78.2325,2.784584539986634e-05,2110.2,10350
43232,39.92189,-82.87053,0.20464162100492728,1031,60.3925,2.784584539986634e-05,1453.3,20787
43235,40.10193,-83.05442,0.21244918100002066,1468,45.751666666666665,2.784584539986634e-05,1232.5,20834
43240,40.14501,-82.98209,0.24147539448750616,1259,45.68214285714286,0.00017774617845716317,1144.3,4004
43302,40.59995,-83.12967,0.3041462295217376,811,49.27,0.00017774617845716317,108.1,19956
43310,40.5346,-83.78029,0.2187723238035761,901,61.625,0.00017774617845716317,18.0,1201
43311,40.36427,-83.75812,0.26487548087223634,986,57.98833333333334,0.00017774617845716317,74.7,8537
43314,40.6474,-82.96122,0.3282545758830466,959,52.449999999999996,0.00017774617845716317,17.8,1539
43315,40.4841,-82.87872,0.23117751491354063,980,43.515,0.00017774617845716317,32.1,3626
43316,40.95184,-83.38596,0.3692585812568926,833,23.560000000000002,0.00017774617845716317,31.0,3164
43318,40.30948,-83.91378,0.29001839810222574,852,21.3,0.00017774617845716317,24.5,1618
43319,40.30525,-83.57738,0.27805766997984505,935,53.68666666666667,0.00017774617845716317,22.9,409
43320,40.5886,-82.89994,0.20605657137535252,821,44.2675,0.00017774617845716317,18.8,427
43321,40.463,-82.82889,0.2862051827366489,915,44.2675,0.00017774617845716317,900.8,193
43322,40.5327,-83.20815,0.37437813049169916,728,50.485,0.00017774617845716317,589.2,170
43323,40.73116,-83.25211,0.336755806270086,668,44.65,0.00017774617845716317,6.1,258
43324,40.44632,-83.81207,0.24662439882322584,955,53.68666666666667,0.00017774617845716317,37.8,1239
43326,40.64149,-83.61443,0.2865355790969446,727,61.8425,0.00017774617845716317,26.1,5164
43331,40.51794,-83.9191,0.25973182489840874,666,53.68666666666667,0.00017774617845716317,50.2,1635
43332,40.58369,-83.37769,0.2364846005218975,738,50.485,0.00017774617845716317,11.1,649
43333,40.43927,-83.93221,0.29973451830766673,988,57.879999999999995,0.00017774617845716317,12.9,389
43334,40.39912,-82.79863,0.21839388279774963,1221,14.796666666666667,0.00017774617845716317,37.1,2882
43337,40.68336,-83.24107,0.22615898548213131,702,50.485,0.00017774617845716317,6.5,295
43338,40.56207,-82.75958,0.24312826265156812,920,45.02,0.00017774617845716317,42.2,4804
43340,40.53748,-83.48,0.2963878394862024,754,78.0,0.00017774617845716317,17.4,851
43341,40.59577,-83.31544,0.2955137377686229,561,50.485,0.00017774617845716317,17.4,424
43342,40.47533,-83.17994,0.310633718226819,1012,50.485,0.00017774617845716317,32.2,1753
43343,40.3073,-83.97647,0.24358379802865504,908,53.68666666666667,0.00017774617845716317,15.5,492
43344,40.43219,-83.33832,0.2590367301336364,1178,39.17666666666667,0.00017774617845716317,23.8,2745
43345,40.51341,-83.58167,0.3302143025847203,1068,53.68666666666667,0.00017774617845716317,8.5,494
43347,40.47771,-83.65804,0.3079512510346629,764,53.68666666666667,0.00017774617845716317,13.7,592
43348,40.46754,-83.88857,0.18358229684611832,738,53.68666666666667,0.00017774617845716317,310.8,775
43351,40.82501,-83.30424,0.3058138074070917,776,56.075,0.00017774617845716317,26.5,5118
43356,40.45748,-83.04788,0.25507959762745586,1331,50.485,0.00017774617845716317,16.8,469
43357,40.25316,-83.74711,0.24440639067300424,1147,49.49333333333333,0.00017774617845716317,26.7,1817
43358,40.41898,-83.53129,0.28469565665640056,928,40.21976190476191,0.00017774617845716317,16.6,1139
43359,40.86977,-83.45319,0.3668285314037992,529,44.65,0.00017774617845716317,11.0,297
43360,40.33272,-83.63114,0.25636816924990535,1319,53.68666666666667,0.00017774617845716317,23.3,761
43402,41.40957,-83.65389,0.17929040466587354,1097,31.978571428571428,0.00017774617845716317,110.0,16166
43406,41.33605,-83.4372,0.36737365245799064,599,49.416666666666664,0.00017774617845716317,30.6,603
43407,41.27717,-83.24994,0.3071013418789718,577,56.69083333333334,0.00017774617845716317,11.6,192
43410,41.30792,-82.95807,0.2948266335242847,816,46.78,0.00017774617845716317,77.9,4706
43412,41.62933,-83.31961,0.43380529453002964,972,47.72,3.268294277216721e-05,57.4,1951
43413,41.24205,-83.65476,0.4171308636805172,814,49.416666666666664,0.00017774617845716317,12.7,494
43416,41.48532,-83.27055,0.3534887376212344,1005,90.79,0.00017774617845716317,38.9,1327
43420,41.35749,-83.11265,0.31421649681639685,769,53.48500000000001,0.00017774617845716317,83.3,12929
43430,41.5238,-83.37329,0.3311114482649291,871,53.35666666666666,0.00017774617845716317,74.5,2042
43431,41.38998,-83.33964,0.36557626577614905,927,59.89666666666667,0.00017774617845716317,35.8,2275
43432,41.56115,-83.24934,0.43784621203845236,992,65.50666666666667,0.00017774617845716317,22.6,512
43435,41.32634,-83.31197,0.3430453289959035,922,56.69083333333334,0.00017774617845716317,15.5,475
43437,41.25396,-83.60176,0.35970653293673466,850,49.416666666666664,0.00017774617845716317,222.2,195
43438,41.60343,-82.70268,0.20826208023660445,800,57.113214285714285,0.00017774617845716317,17.6,95
43440,41.52662,-82.78145,0.17660590620519354,641,36.169999999999995,0.00017774617845716317,100.4,1603
43442,41.42911,-83.21496,0.30140887308507314,700,56.69083333333334,0.00017774617845716317,17.3,374
43443,41.46099,-83.46906,0.4041926943961318,939,49.416666666666664,0.00017774617845716317,48.0,901
43445,41.58644,-83.29488,0.4180908471577239,1282,65.50666666666667,0.00017774617845716317,15.3,620
43446,41.68483,-82.80863,0.17757380547694412,725,65.50666666666667,0.00017774617845716317,11.7,16
43447,41.56654,-83.43429,0.3630307629467987,944,65.5,0.00017774617845716317,70.4,1577
43449,41.5357,-83.14151,0.3048960852194433,970,66.56,0.00017774617845716317,37.1,3665
43450,41.40013,-83.49324,0.31676188230591423,859,49.416666666666664,0.00017774617845716317,34.1,1693
43451,41.31551,-83.61614,0.4051272486877539,1048,49.416666666666664,0.00017774617845716317,15.6,572
43452,41.51568,-82.96522,0.19640791279330594,849,65.50666666666667,0.00017774617845716317,117.4,5892
43456,41.64934,-82.82497,0.1803797056533594,1161,65.50666666666667,0.00017774617845716317,114.3,252
43457,41.26788,-83.42508,0.33633134810406284,941,49.416666666666664,0.00017774617845716317,24.3,627
43460,41.60392,-83.56328,0.3986216060090721,1156,56.685,0.00017774617845716317,914.6,3333
43462,41.28352,-83.71887,0.43691258001293026,913,49.416666666666664,0.00017774617845716317,15.6,491
43464,41.40318,-82.93116,0.2208930541525534,729,56.69083333333334,0.00017774617845716317,21.8,858
43465,41.56593,-83.50489,0.2668124371567138,824,49.416666666666664,0.00017774617845716317,177.7,2501
43466,41.29234,-83.51394,0.44139431838479726,1092,49.416666666666664,0.00017774617845716317,37.0,1138
43469,41.45947,-83.36474,0.3369437292424922,1033,69.755,0.00017774617845716317,50.4,1263
43501,41.66966,-84.46095,0.3437178987175321,522,65.235,0.00017774617845716317,11.1,298
43502,41.53181,-84.30201,0.29081471912190804,844,70.08333333333333,0.00017774617845716317,36.7,3020
43504,41.69736,-83.8369,0.3093731959217675,958,45.93416666666667,3.268294277216721e-05,27.7,443
43506,41.46739,-84.55704,0.295947869331281,685,74.875,0.00017774617845716317,54.8,7103
43511,41.26384,-83.82376,0.39553308910541457,870,49.416666666666664,0.00017774617845716317,8.1,467
43512,41.30309,-84.35874,0.36831135248913044,794,57.9,0.00017774617845716317,49.5,13408
43515,41.58656,-84.00746,0.32384067258269006,967,35.97666666666667,0.00017774617845716317,38.4,3675
43516,41.21579,-83.91081,0.3611676352774252,860,28.7875,0.00017774617845716317,16.0,1331
43517,41.44003,-84.72833,0.2776692556538095,730,67.25999999999999,0.00017774617845716317,20.8,1797
43518,41.58977,-84.75385,0.413766789933149,883,80.875,0.00017774617845716317,16.9,1304
43521,41.66377,-84.29717,0.31052195707223323,792,85.10499999999999,0.00017774617845716317,15.7,1325
43522,41.42058,-83.84352,0.33008122248812066,1116,49.416666666666664,0.00017774617845716317,44.8,1673
43524,41.22839,-84.039,0.3863379134260409,695,53.47,0.00017774617845716317,12.3,410
43525,41.46663,-83.70098,0.2955082764548628,1334,49.416666666666664,0.00017774617845716317,599.7,510
43526,41.31339,-84.73024,0.33326002309798763,906,15.763333333333334,0.00017774617845716317,31.8,2559
43527,41.25121,-84.1593,0.36873495069981777,754,3.1149999999999998,0.00017774617845716317,16.0,914
43528,41.62908,-83.74923,0.27619568528274513,1409,44.10333333333333,3.268294277216721e-05,344.9,7471
43532,41.45486,-83.97008,0.307865074438561,1073,57.669999999999995,0.00017774617845716317,29.9,1730
43533,41.69335,-84.07997,0.2748798956876792,919,66.72666666666666,0.00017774617845716317,25.4,645
43534,41.35446,-83.92914,0.4217105446436958,954,28.7875,0.00017774617845716317,16.1,706
43535,41.30592,-84.02416,0.27549245770717795,858,28.7875,0.00017774617845716317,13.8,252
43536,41.31345,-84.634,0.40634898723873364,857,45.333333333333336,0.00017774617845716317,5.8,127
43537,41.57433,-83.68542,0.28627624318352995,1287,60.6,3.268294277216721e-05,615.7,13667
43540,41.69545,-83.943,0.43331698357620413,1026,75.56666666666668,0.00017774617845716317,31.8,813
43542,41.56642,-83.76531,0.32893273784422494,1873,38.81,3.268294277216721e-05,116.2,1824
43543,41.60575,-84.6338,0.3531019688774426,706,46.7,0.00017774617845716317,34.1,3395
43545,41.39163,-84.12719,0.29491536588436795,808,4.105,0.00017774617845716317,41.1,6496
43547,41.49214,-83.87634,0.8554661461285361,1287,45.93416666666667,3.268294277216721e-05,549.1,367
43548,41.18867,-84.17296,0.45199263050087884,701,28.7875,0.00017774617845716317,13.7,429
43549,41.37519,-84.51818,0.4319779235461509,793,45.333333333333336,0.00017774617845716317,18.0,633
43551,41.52095,-83.57503,0.2596971977775984,1397,36.238,0.00017774617845716317,216.7,19705
43554,41.66024,-84.56239,0.29848759593074303,797,56.38,0.00017774617845716317,22.8,1022
43556,41.30575,-84.56984,0.39613913235667964,821,45.333333333333336,0.00017774617845716317,21.1,667
43557,41.48354,-84.39693,0.3748430114705012,897,65.235,0.00017774617845716317,29.7,1214
43558,41.5935,-83.8781,0.2683904044766564,880,22.155,0.00017774617845716317,60.0,6008
43560,41.70067,-83.73799,0.30510712041291693,1458,44.85625,3.268294277216721e-05,600.2,13946
43565,41.42044,-83.74011,0.38015822497197543,1135,4.98,0.00017774617845716317,736.5,224
43566,41.49467,-83.75838,0.26268435496893305,1323,74.85,3.268294277216721e-05,175.4,3421
43567,41.57592,-84.15248,0.284977823557352,978,63.370000000000005,0.00017774617845716317,43.5,6053
43569,41.3513,-83.78844,0.3747107918341528,967,49.416666666666664,0.00017774617845716317,30.7,1343
43570,41.58616,-84.44116,0.3434426787290185,835,32.98,0.00017774617845716317,24.3,1419
43571,41.51574,-83.81796,0.23247212761959676,1240,33.78,3.268294277216721e-05,126.1,3009
43604,41.65217,-83.53977,0.22749533977575112,440,42.93666666666667,3.268294277216721e-05,1330.5,2794
43605,41.64734,-83.50722,0.5154699802610452,530,36.693333333333335,3.268294277216721e-05,1315.2,8544
43606,41.67178,-83.61085,0.2851946971435137,1010,51.917142857142856,3.268294277216721e-05,1474.2,11498
43607,41.64761,-83.60582,0.4298618397762066,593,52.39,3.268294277216721e-05,1064.2,8535
43608,41.68008,-83.53062,0.5727265981303904,477,46.47833333333333,3.268294277216721e-05,1647.4,4596
43609,41.62849,-83.57824,0.5584999583316029,583,61.85666666666666,3.268294277216721e-05,1641.7,8398
43610,41.67775,-83.5614,0.597614339963679,471,69.96000000000001,3.268294277216721e-05,1261.6,1523
43611,41.70241,-83.49154,0.3498196418442138,768,68.27666666666667,3.268294277216721e-05,996.1,7632
43612,41.70946,-83.54899,0.3896678966030156,767,75.864,3.268294277216721e-05,945.9,12755
43613,41.70628,-83.60374,0.37852435092480563,920,45.034285714285716,3.268294277216721e-05,1928.6,15283
43614,41.60336,-83.62715,0.2603639352164052,992,45.39,3.268294277216721e-05,1263.6,13387
43615,41.65045,-83.67255,0.29076093996756164,941,39.635,3.268294277216721e-05,955.9,17401
43616,41.65727,-83.40931,0.30392975917317766,933,61.252500000000005,3.268294277216721e-05,205.1,9493
43617,41.66416,-83.72808,0.34596416604068203,1451,45.93416666666667,3.268294277216721e-05,633.1,3866
43619,41.60424,-83.47348,0.3770857362781726,1046,32.84,0.00017774617845716317,237.2,3860
43620,41.66519,-83.5547,0.32343556618663893,841,1.72,3.268294277216721e-05,1812.5,1567
43623,41.70419,-83.65095,0.31452331955841895,972,43.6625,3.268294277216721e-05,1175.2,9670
43701,39.95986,-81.99498,0.25090860292054756,754,47.93666666666667,0.00017774617845716317,119.1,23724
43713,39.98979,-81.17368,0.40050913058871707,639,31.513333333333332,0.00017774617845716317,27.7,2876
43716,39.83683,-81.00752,0.25542953942254565,377,59.22,0.00017774617845716317,11.7,548
43718,40.00926,-81.00596,0.3999717163819091,678,78.87,0.00017774617845716317,18.9,1167
43719,39.98907,-81.07938,0.3261535762420447,601,35.42666666666666,0.00017774617845716317,28.5,1063
43720,39.79272,-81.86886,0.2920546428320431,614,43.480000000000004,0.00017774617845716317,8.9,483
43723,39.96022,-81.5412,0.3035422387598682,590,48.93666666666667,0.00017774617845716317,110.4,1835
43724,39.73267,-81.5166,0.2934785347612423,480,39.1,0.00017774617845716317,22.4,2450
